2016-02-19T07:59:00+00:00,START,E0015
2016-02-19T08:00:00+00:00,FLW_HH,E0015
2016-02-19T08:00:01+00:00,FLW_HH,E0015
2016-02-19T08:00:02+00:00,FLW_HH,E0015
2016-02-19T08:00:05+00:00,FLW_H,E0015
2016-02-19T08:00:06+00:00,FLW_HH,E0015
2016-02-19T08:00:07+00:00,FLW_HH,E0015
2016-02-19T08:00:08+00:00,FLW_HH,E0015
2016-02-19T08:00:11+00:00,FLW_HH,E0015
2016-02-19T08:00:13+00:00,FLW_HH,E0015
2016-02-19T08:00:19+00:00,FLW_HH,E0015
2016-02-19T08:00:20+00:00,FLW_HH,E0015
2016-02-19T08:00:21+00:00,FLW_HH,E0015
2016-02-19T08:00:22+00:00,FLW_HH,E0015
2016-02-19T08:00:23+00:00,FLW_HH,E0015
2016-02-19T08:00:25+00:00,FLW_HH,E0015
2016-02-19T08:00:26+00:00,STOP,E0015
2016-02-19T08:01:25+00:00,START,E0015
2016-02-19T08:01:26+00:00,FLW_HH,E0015
2016-02-19T08:01:29+00:00,FLW_HH,E0015
2016-02-19T08:01:31+00:00,FLW_HH,E0015
2016-02-19T08:01:32+00:00,FLW_HH,E0015
2016-02-19T08:01:34+00:00,FLW_HH,E0015
2016-02-19T08:01:35+00:00,FLW_HH,E0015
2016-02-19T08:01:36+00:00,FLW_HH,E0015
2016-02-19T08:01:42+00:00,FLW_HH,E0015
2016-02-19T08:01:43+00:00,STOP,E0015
2016-02-19T08:02:41+00:00,START,E0015
2016-02-19T08:02:42+00:00,FLW_HH,E0015
2016-02-19T08:02:43+00:00,FLW_HH,E0015
2016-02-19T08:02:44+00:00,FLW_HH,E0015
2016-02-19T08:02:45+00:00,FLW_HH,E0015
2016-02-19T08:02:46+00:00,FLW_HH,E0015
2016-02-19T08:02:47+00:00,FLW_HH,E0015
2016-02-19T08:02:48+00:00,FLW_HH,E0015
2016-02-19T08:02:49+00:00,FLW_HH,E0015
2016-02-19T08:02:50+00:00,FLW_HH,E0015
2016-02-19T08:02:51+00:00,FLW_H,E0015
2016-02-19T08:02:57+00:00,FLW_HH,E0015
2016-02-19T08:03:02+00:00,FLW_HH,E0015
2016-02-19T08:03:04+00:00,FLW_HH,E0015
2016-02-19T08:03:06+00:00,FLW_HH,E0015
2016-02-19T08:03:07+00:00,FLW_HH,E0015
2016-02-19T08:03:08+00:00,FLW_HH,E0015
2016-02-19T08:03:09+00:00,FLW_H,E0015
2016-02-19T08:03:10+00:00,FLW_H,E0015
2016-02-19T08:03:11+00:00,FLW_H,E0015
2016-02-19T08:03:12+00:00,FLW_HH,E0015
2016-02-19T08:03:15+00:00,FLW_HH,E0015
2016-02-19T08:03:16+00:00,FLW_HH,E0015
2016-02-19T08:03:17+00:00,FLW_HH,E0015
2016-02-19T08:03:20+00:00,FLW_HH,E0015
2016-02-19T08:03:22+00:00,FLW_HH,E0015
2016-02-19T08:03:24+00:00,FLW_HH,E0015
2016-02-19T08:03:26+00:00,FLW_HH,E0015
2016-02-19T08:03:28+00:00,FLW_H,E0015
2016-02-19T08:03:29+00:00,FLW_HH,E0015
2016-02-19T08:03:30+00:00,FLW_HH,E0015
2016-02-19T08:03:31+00:00,FLW_HH,E0015
2016-02-19T08:03:32+00:00,FLW_HH,E0015
2016-02-19T08:03:33+00:00,FLW_HH,E0015
2016-02-19T08:03:35+00:00,FLW_HH,E0015
2016-02-19T08:03:38+00:00,FLW_HH,E0015
2016-02-19T08:03:39+00:00,FLW_HH,E0015
2016-02-19T08:03:42+00:00,FLW_HH,E0015
2016-02-19T08:03:44+00:00,FLW_HH,E0015
2016-02-19T08:03:46+00:00,FLW_HH,E0015
2016-02-19T08:03:50+00:00,FLW_HH,E0015
2016-02-19T08:03:51+00:00,FLW_HH,E0015
2016-02-19T08:03:53+00:00,FLW_HH,E0015
2016-02-19T08:03:56+00:00,FLW_HH,E0015
2016-02-19T08:03:57+00:00,FLW_HH,E0015
2016-02-19T08:03:58+00:00,FLW_HH,E0015
2016-02-19T08:03:59+00:00,FLW_HH,E0015
2016-02-19T08:04:01+00:00,FLW_HH,E0015
2016-02-19T08:04:02+00:00,FLW_HH,E0015
2016-02-19T08:04:03+00:00,FLW_HH,E0015
2016-02-19T08:04:04+00:00,FLW_HH,E0015
2016-02-19T08:04:06+00:00,FLW_HH,E0015
2016-02-19T08:04:07+00:00,FLW_HH,E0015
